symbol,side,qty,entry_time,entry_price,exit_time,exit_price,gross_pnl_paise,costs_paise,net_pnl_paise,entry_reason,exit_reason
INFY,SHORT,33,2025-11-18 09:45:00+05:30,1492.3522,2025-11-18 15:15:00+05:30,1485.0454,24112,6454,17658,Supertrend flipped down,intraday square-off
HDFCBANK,SHORT,50,2025-11-19 09:30:00+05:30,985.7042,2025-11-19 14:30:00+05:30,991.7474,-30216,6458,-36674,Supertrend flipped down,Supertrend flipped up
RELIANCE,SHORT,33,2025-11-19 11:15:00+05:30,1513.9457,2025-11-19 15:15:00+05:30,1519.5557,-18513,6482,-24995,Supertrend flipped down,intraday square-off
ICICIBANK,LONG,36,2025-11-19 12:45:00+05:30,1381.6144,2025-11-19 15:15:00+05:30,1382.885,4574,6476,-1902,Supertrend flipped up,intraday square-off
ICICIBANK,LONG,36,2025-11-20 14:15:00+05:30,1385.7156,2025-11-20 15:15:00+05:30,1382.885,-10190,6477,-16667,Supertrend flipped up,intraday square-off
TCS,SHORT,15,2025-11-21 10:00:00+05:30,3138.0583,2025-11-21 14:00:00+05:30,3165.9725,-41871,6382,-48253,Supertrend flipped down,stop-loss
HDFCBANK,SHORT,50,2025-11-21 10:15:00+05:30,999.0002,2025-11-21 15:15:00+05:30,998.3494,3254,6481,-3227,Supertrend flipped down,intraday square-off
RELIANCE,SHORT,32,2025-11-24 11:00:00+05:30,1535.5392,2025-11-24 15:15:00+05:30,1535.8606,-1029,6451,-7480,Supertrend flipped down,intraday square-off
ICICIBANK,LONG,36,2025-11-25 10:30:00+05:30,1376.2127,2025-11-25 11:00:00+05:30,1362.6044,-48990,6452,-55442,Supertrend flipped up,stop-loss
TCS,LONG,15,2025-11-26 10:45:00+05:30,3148.4442,2025-11-26 11:15:00+05:30,3162.7759,21497,6391,15106,Supertrend flipped up,target
INFY,LONG,32,2025-11-26 10:15:00+05:30,1544.7633,2025-11-26 14:30:00+05:30,1554.5157,31208,6472,24736,Supertrend flipped up,target
HDFCBANK,LONG,50,2025-11-26 10:00:00+05:30,999.9499,2025-11-26 15:15:00+05:30,1004.0987,20744,6488,14256,Supertrend flipped up,intraday square-off
TCS,SHORT,15,2025-11-27 09:45:00+05:30,3149.8548,2025-11-27 12:30:00+05:30,3133.3815,24710,6384,18326,Supertrend flipped down,target
INFY,SHORT,32,2025-11-27 13:45:00+05:30,1552.934,2025-11-27 15:00:00+05:30,1567.7295,-47346,6476,-53822,Supertrend flipped down,stop-loss
RELIANCE,SHORT,32,2025-11-27 13:45:00+05:30,1556.233,2025-11-27 15:15:00+05:30,1565.7696,-30517,6478,-36995,Supertrend flipped down,intraday square-off
